22;2;28;31;249;2;1;0;1380193279
22;2;28;31;249;2;1;0;1380193302
21;3;28;35;326;2;1;0;1380470879
22;3;29;36;351;2;1;1;1380472574
22;3;29;36;351;2;1;1;1380472603
22;3;29;36;351;2;1;1;1380472612
22;3;29;37;369;2;1;1;1380474396
22;3;29;37;369;2;1;1;1380475916
22;3;29;38;418;2;1;1;1380476524
22;3;31;39;389;2;1;1;1380477084
22;3;31;39;391;2;1;1;1380477117
22;3;31;39;393;2;1;1;1380477134
22;3;31;39;391;2;1;1;1380477263
22;3;31;39;391;2;1;1;1380477290
22;3;31;39;391;2;1;1;1380477354
22;3;31;39;391;2;1;1;1380477364
22;3;31;39;389;2;1;1;1380477437
22;3;31;39;391;2;1;1;1380477478
22;3;31;39;392;2;1;1;1380477618
22;3;31;39;392;2;1;1;1380477636
22;3;31;39;392;2;1;1;1380477674
22;3;31;39;392;2;1;1;1380477712
22;3;31;39;392;2;1;1;1380477782
22;3;31;39;394;2;1;1;1380477891
22;3;31;39;394;2;1;1;1380478008
22;3;31;39;393;2;1;1;1380478065
21;4;31;39;401;2;1;1;1380478123
21;4;31;39;433;2;1;1;1380478285
21;4;31;39;433;2;1;1;1380478371
21;4;31;39;433;2;1;1;1380478460
21;4;31;39;433;2;1;1;1380478621
21;4;31;39;433;2;1;1;1380478692
21;4;31;39;433;2;1;1;1380478784
21;4;31;39;433;2;1;1;1380478796
21;4;32;39;435;2;1;1;1380478855
21;4;32;39;436;2;1;1;1380478872
21;4;32;39;436;2;1;1;1380699979
21;4;32;39;436;2;1;1;1380700073
21;4;32;39;436;2;1;1;1380700109
21;4;32;39;434;2;1;1;1380700201
21;4;32;39;434;2;1;1;1380700356
21;4;32;39;434;2;1;1;1380700522
21;4;32;39;436;2;1;1;1380700620
21;4;32;39;436;2;1;1;1380700627
21;4;32;39;436;2;1;1;1380700671
21;4;32;39;436;2;1;1;1380700708
21;4;32;39;436;2;1;1;1380700765
21;4;32;39;436;2;1;1;1380701061
21;4;32;39;436;2;1;1;1380701138
21;4;32;39;436;2;1;1;1380701268
21;4;32;39;436;2;1;1;1380722999
21;4;32;39;436;2;1;1;1380738519
21;4;32;39;437;2;1;1;1380738647
21;4;32;39;438;2;1;1;1380738865
21;4;32;39;438;2;1;1;1380739103
21;4;32;39;433;2;1;1;1380739161
21;4;32;39;434;2;1;1;1380739317
21;4;32;39;433;2;1;1;1380739449
21;4;32;39;437;2;1;1;1380739751
21;4;32;39;437;2;1;1;1380739781
21;4;32;39;437;2;1;1;1380739802
21;4;32;39;437;2;1;1;1380739872
21;4;32;39;437;2;1;1;1380739904
21;4;32;39;437;2;1;1;1380740495
21;4;32;39;437;2;1;1;1380740739
21;4;32;39;438;2;1;1;1380740790
21;4;32;39;440;2;1;1;1380740825
21;4;32;39;439;2;1;1;1380740883
21;4;32;39;449;2;1;1;1380741013
21;4;32;39;445;2;1;1;1380741426
21;4;32;39;447;2;1;1;1380741473
21;4;32;39;450;2;1;1;1380741542
21;4;32;39;453;2;1;1;1380741601
21;4;32;39;456;2;1;1;1380742004
21;4;32;39;448;2;1;1;1380742084
21;4;32;39;448;2;1;1;1380742249
21;4;32;39;448;2;1;1;1380742313
21;4;32;39;448;2;1;1;1380742354
21;4;32;39;448;2;1;1;1380742375
21;4;32;39;448;2;1;1;1380742422
21;4;32;39;456;2;1;1;1380742491
21;4;32;39;451;2;1;1;1380742653
21;4;32;39;446;2;1;1;1380742723
21;4;32;39;451;2;1;1;1380742897
21;4;32;39;453;2;1;1;1380742951
21;4;32;39;446;2;1;1;1380743091
21;4;32;39;446;2;1;1;1380743127
21;4;32;39;446;2;1;1;1380743795
19;4;31;39;446;2;1;1;1380743817
23;4;32;40;454;2;2;1;1380784402
23;4;32;40;463;2;2;1;1381168821
23;4;32;40;471;2;2;1;1381168945
23;4;32;40;471;2;2;1;1381168977
23;4;32;40;471;2;2;1;1381169038
23;4;32;40;472;2;2;1;1381169051
23;4;32;40;471;2;2;1;1381169079
23;4;32;40;471;2;2;1;1381169122
23;4;32;40;471;2;2;1;1381176794
23;4;33;40;472;4;2;1;1381177059
23;4;33;40;472;4;2;1;1381177479
24;4;36;37;480;4;2;1;1381334887
24;4;36;37;480;4;2;1;1381335041
24;5;34;38;484;4;2;1;1381417395
8;3;18;35;455;2;0;0;1382558386
12;3;18;12;471;2;0;0;1385973774
12;3;18;12;475;2;0;0;1385974007
12;3;18;12;475;2;0;0;1385974184
12;3;19;11;457;2;0;0;1385978984
12;3;19;11;457;2;0;0;1385980021
